loan_id,reporting_month,trust_score,trust_band,rule_violation_score,n_rules_fired,rules_fired,n_conflicts,balance_conflict,status_conflict,rate_conflict
LN100003,2023-08,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100003,2023-09,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100003,2023-10,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100003,2023-11,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100003,2023-12,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100003,2024-01,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100003,2024-02,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100003,2024-03,0.7806,MEDIUM,1.0,1,R006,0.0,False,False,False
LN100003,2024-04,0.88,HIGH,1.0,1,R007,0.0,False,False,False
LN100003,2024-05,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100003,2024-06,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100003,2024-07,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100003,2024-08,0.88,HIGH,1.0,1,R007,0.0,False,False,False
LN100003,2024-09,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100003,2024-10,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100003,2024-11,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100004,2023-01,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100004,2023-02,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100004,2023-03,0.65,MEDIUM,0.0,0,,1.0,True,False,True
LN100004,2023-04,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100004,2023-05,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100004,2023-06,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100004,2023-07,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100004,2023-08,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100004,2023-09,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100004,2023-10,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100004,2023-11,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100004,2023-12,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100004,2024-01,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100004,2024-02,0.779,MEDIUM,1.0,1,R006,0.0,False,False,False
LN100004,2024-03,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100004,2024-04,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100004,2024-05,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100004,2024-06,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100004,2024-07,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100004,2024-08,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100004,2024-09,0.88,HIGH,1.0,1,R007,0.0,False,False,False
LN100004,2024-10,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100004,2024-11,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100004,2024-12,0.88,HIGH,1.0,1,R007,0.0,False,False,False
LN100004,2025-01,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100004,2025-02,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100004,2025-03,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100004,2025-04,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100004,2025-05,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100004,2025-06,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100005,2024-07,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100005,2024-08,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100005,2024-09,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100005,2024-10,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100005,2024-11,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100005,2024-12,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100005,2025-01,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100005,2025-02,0.88,HIGH,1.0,1,R007,0.0,False,False,False
LN100005,2025-03,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100005,2025-04,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100005,2025-05,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100005,2025-06,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2021-10,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2021-11,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2021-12,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2022-01,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2022-02,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2022-03,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2022-04,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2022-05,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2022-06,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2022-07,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2022-08,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2022-09,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2022-10,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2022-11,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2022-12,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2023-01,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2023-02,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2023-03,0.88,HIGH,1.0,1,R007,0.0,False,False,False
LN100006,2023-04,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2023-05,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2023-06,0.65,MEDIUM,0.0,0,,1.0,True,False,True
LN100006,2023-07,0.64,MEDIUM,3.0,1,R001,0.0,False,False,False
LN100006,2023-08,0.88,HIGH,1.0,1,R007,0.0,False,False,False
LN100006,2023-09,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2023-10,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2023-11,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2023-12,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2024-01,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2024-02,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2024-03,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2024-04,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2024-05,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2024-06,0.76,MEDIUM,2.0,1,R002,0.0,False,False,False
LN100006,2024-07,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2024-08,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2024-09,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2024-10,0.73,MEDIUM,1.0,1,R006,0.0,False,False,False
LN100006,2024-11,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2024-12,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2025-01,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2025-02,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2025-03,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2025-04,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2025-05,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100006,2025-06,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100007,2023-12,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100007,2024-01,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100007,2024-02,0.64,MEDIUM,3.0,1,R004,0.0,False,False,False
LN100007,2024-03,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100007,2024-04,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100007,2024-05,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100007,2024-06,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100007,2024-07,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100007,2024-08,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100007,2024-09,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100007,2024-10,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100007,2024-11,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100007,2024-12,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100007,2025-01,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100007,2025-02,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100007,2025-03,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100007,2025-04,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100007,2025-05,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100007,2025-06,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2022-03,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2022-04,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2022-05,0.88,HIGH,1.0,1,R007,0.0,False,False,False
LN100008,2022-06,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2022-07,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2022-08,0.9,HIGH,0.0,0,,1.0,False,False,True
LN100008,2022-09,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2022-10,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2022-11,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2022-12,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2023-01,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2023-02,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2023-03,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2023-04,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2023-05,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2023-06,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2023-07,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2023-08,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2023-09,0.38,LOW,1.0,1,R007,1.0,True,True,True
LN100008,2023-10,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2023-11,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2023-12,0.88,HIGH,1.0,1,R007,0.0,False,False,False
LN100008,2024-01,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2024-02,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2024-03,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2024-04,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2024-05,0.88,HIGH,1.0,1,R007,0.0,False,False,False
LN100008,2024-06,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2024-07,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2024-08,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2024-09,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2024-10,0.65,MEDIUM,0.0,0,,1.0,True,False,True
LN100008,2024-11,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2024-12,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2025-01,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2025-02,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2025-03,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2025-04,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2025-05,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100008,2025-06,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2021-10,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2021-11,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2021-12,0.88,HIGH,1.0,1,R007,0.0,False,False,False
LN100009,2022-01,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2022-02,0.88,HIGH,1.0,1,R007,0.0,False,False,False
LN100009,2022-03,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2022-04,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2022-05,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2022-06,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2022-07,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2022-08,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2022-09,0.75,MEDIUM,0.0,0,,1.0,True,False,False
LN100009,2022-10,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2022-11,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2022-12,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2023-01,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2023-02,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2023-03,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2023-04,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2023-05,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2023-06,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2023-07,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2023-08,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2023-09,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2023-10,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2023-11,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2023-12,0.88,HIGH,1.0,1,R007,0.0,False,False,False
LN100009,2024-01,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2024-02,0.88,HIGH,1.0,1,R007,0.0,False,False,False
LN100009,2024-03,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2024-04,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2024-05,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2024-06,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2024-07,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2024-08,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2024-09,0.65,MEDIUM,0.0,0,,1.0,True,False,True
LN100009,2024-10,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2024-11,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2024-12,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2025-01,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2025-02,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2025-03,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2025-04,0.65,MEDIUM,0.0,0,,1.0,True,False,True
LN100009,2025-05,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100009,2025-06,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100010,2023-05,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100010,2023-06,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100010,2023-07,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100010,2023-08,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100010,2023-09,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100010,2023-10,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100010,2023-11,0.88,HIGH,1.0,1,R007,0.0,False,False,False
LN100010,2023-12,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100010,2024-01,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100010,2024-02,0.52,MEDIUM,4.0,2,"R004,R007",0.0,False,False,False
LN100010,2024-03,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100010,2024-04,0.88,HIGH,1.0,1,R007,0.0,False,False,False
LN100010,2024-05,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100010,2024-06,0.64,MEDIUM,3.0,1,R008,0.0,False,False,False
LN100010,2024-07,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100010,2024-08,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100010,2024-09,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100010,2024-10,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100010,2024-11,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100010,2024-12,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100010,2025-01,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100010,2025-02,0.5,LOW,0.0,0,,1.0,True,True,True
LN100010,2025-03,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100010,2025-04,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100010,2025-05,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100010,2025-06,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100011,2024-11,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100011,2024-12,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100011,2025-01,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100011,2025-02,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100011,2025-03,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100011,2025-04,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100011,2025-05,0.52,MEDIUM,4.0,2,"R001,R007",0.0,False,False,False
LN100011,2025-06,0.65,MEDIUM,0.0,0,,1.0,True,False,True
LN100012,2024-01,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100012,2024-02,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100012,2024-03,0.6,MEDIUM,0.0,0,,1.0,True,True,False
LN100012,2024-04,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100012,2024-05,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100012,2024-06,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100012,2024-07,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100012,2024-08,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100012,2024-09,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100012,2024-10,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100012,2024-11,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100012,2024-12,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100012,2025-01,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100012,2025-02,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100012,2025-03,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100012,2025-04,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100012,2025-05,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100012,2025-06,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100013,2024-02,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100013,2024-03,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100013,2024-04,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100013,2024-05,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100013,2024-06,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100013,2024-07,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100013,2024-08,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100013,2024-09,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100013,2024-10,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100013,2024-11,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100013,2024-12,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100013,2025-01,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100013,2025-02,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100013,2025-03,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100013,2025-04,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100013,2025-05,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100013,2025-06,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100014,2024-01,0.65,MEDIUM,0.0,0,,1.0,True,False,True
LN100014,2024-02,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100014,2024-03,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100014,2024-04,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100014,2024-05,0.65,MEDIUM,0.0,0,,1.0,True,False,True
LN100014,2024-06,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100014,2024-07,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100014,2024-08,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100014,2024-09,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100014,2024-10,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100014,2024-11,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100014,2024-12,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100014,2025-01,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100014,2025-02,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100014,2025-03,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100014,2025-04,0.64,MEDIUM,3.0,1,R008,0.0,False,False,False
LN100014,2025-05,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100014,2025-06,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100015,2024-04,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100015,2024-05,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100015,2024-06,0.88,HIGH,1.0,1,R007,0.0,False,False,False
LN100015,2024-07,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100015,2024-08,0.64,MEDIUM,3.0,1,R004,0.0,False,False,False
LN100015,2024-09,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100015,2024-10,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100015,2024-11,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100015,2024-12,1.0,HIGH,0.0,0,,0.0,False,False,False
LN100015,2025-01,1.0,HIGH,0.0,0,,0.0,False,False,False
